ticker,model_id,model_name,passed,score,reasons,failed_criteria
A17U.SI,graham_defensive,Graham Defensive,False,0.75,"['P/E < 15: P/E=14.6', 'P/B < 1.5 or P/E×P/B < 22.5: P/B=1.11', 'Dividend payer: yield=747.00%']",['current ratio < 2']
A17U.SI,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=14.6', 'P/B < 3: P/B=1.11', 'Debt/equity < 100%: D/E=64%']","['ROE <= 8%', 'negative earnings growth']"
A17U.SI,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
A17U.SI,schloss,Schloss Low P/B,False,0.5,['P/B < 1.2: P/B=1.11'],['too much leverage']
A17U.SI,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
A17U.SI,earnings_yield,Earnings Yield,False,0.5689,['E/P=6.8% (P/E=14.6)'],['earnings yield 6.8% below 8%']
A17U.SI,fcf_yield,FCF Yield,False,0.2532,['FCF yield=2.5%'],['FCF yield 2.5% below 5%']
A17U.SI,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=747.0%'],['P/E not below 12.0']
A17U.SI,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth']
A17U.SI,neff_pegy,Neff PEGY,True,0.9802,"['PEGY=0.02', 'growth=-7.8%', 'yield=747.0%']",[]
A17U.SI,quality_value,Quality Value,False,0.6,"['Profit margin >= 5%: margin=57.5%', 'Debt/equity < 80%: D/E=64%', 'P/E < 20: P/E=14.6']","['ROE below 12%', 'FCF yield below 3%']"
A17U.SI,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=57.5%', 'P/E < 25.0: P/E=14.6']","['ROE too low', 'too much debt']"
A17U.SI,economic_moat,Economic Moat,False,0.25,['wide margin=57.5%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']"
A17U.SI,high_dividend,High Dividend Yield,True,0.9667,"['yield=747.0%', 'universe rank 97%']",[]
A17U.SI,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=747.0%', 'reasonable P/E: P/E=14.6']",['earnings not growing']
A17U.SI,magic_formula,Magic Formula,True,0.7115,"['earnings yield rank 81%', 'ROIC rank 62%']",[]
A17U.SI,acquirers_multiple,Acquirer's Multiple,False,0.8077,"['EV/EBIT=14.7', 'universe rank 81%']",['EV/EBIT 14.7 above 12.0']
A17U.SI,dreman_contrarian,Dreman Contrarian,True,0.7667,"['low P/B rank 60%', 'dividend rank 97%']",['P/E not in bottom quartile']
A17U.SI,piotroski_f,Piotroski F-Score,False,0.2222,"['F-Score=2/9', 'positive net income', 'gross margin improving']","['F-Score 2/9 below 7', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'current ratio improving', 'no share dilution', 'asset turnover improving']"
A17U.SI,composite_value,Composite Value,False,0.6003,"['top-tier on trailing_pe (percentile 75%)', 'top-tier on dividend_yield (percentile 92%)']",['missing ev_ebitda']
A17U.SI,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
A17U.SI,financial_health,Financial Health,False,0.8,"['D/E=64%', 'leverage=40.0%', 'insufficient data — skipped', 'coverage=3.6x']",['weak liquidity']
C38U.SI,graham_defensive,Graham Defensive,False,0.5,"['P/B < 1.5 or P/E×P/B < 22.5: P/B=1.14', 'Dividend payer: yield=630.00%']","['P/E >= 15', 'current ratio < 2']"
C38U.SI,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=18.8', 'P/B < 3: P/B=1.14', 'Debt/equity < 100%: D/E=62%']","['ROE <= 8%', 'negative earnings growth']"
C38U.SI,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
C38U.SI,schloss,Schloss Low P/B,False,0.5,['P/B < 1.2: P/B=1.14'],['too much leverage']
C38U.SI,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
C38U.SI,earnings_yield,Earnings Yield,False,0.4422,['E/P=5.3% (P/E=18.8)'],['earnings yield 5.3% below 8%']
C38U.SI,fcf_yield,FCF Yield,False,0.059,['FCF yield=0.6%'],['FCF yield 0.6% below 5%']
C38U.SI,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=630.0%'],['P/E not below 12.0']
C38U.SI,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth']
C38U.SI,neff_pegy,Neff PEGY,True,0.9695,"['PEGY=0.03', 'growth=-11.8%', 'yield=630.0%']",[]
C38U.SI,quality_value,Quality Value,False,0.6,"['Profit margin >= 5%: margin=57.9%', 'Debt/equity < 80%: D/E=62%', 'P/E < 20: P/E=18.8']","['ROE below 12%', 'FCF yield below 3%']"
C38U.SI,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=57.9%', 'P/E < 25.0: P/E=18.8']","['ROE too low', 'too much debt']"
C38U.SI,economic_moat,Economic Moat,False,0.25,['wide margin=57.9%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']"
C38U.SI,high_dividend,High Dividend Yield,True,0.8667,"['yield=630.0%', 'universe rank 87%']",[]
C38U.SI,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=630.0%', 'reasonable P/E: P/E=18.8']",['earnings not growing']
C38U.SI,magic_formula,Magic Formula,False,0.2692,[],['below top half on combined Magic Formula rank']
C38U.SI,acquirers_multiple,Acquirer's Multiple,False,0.3077,"['EV/EBIT=26.9', 'universe rank 31%']","['EV/EBIT 26.9 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
C38U.SI,dreman_contrarian,Dreman Contrarian,False,0.6444,['dividend rank 87%'],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
C38U.SI,piotroski_f,Piotroski F-Score,False,0.3333,"['F-Score=3/9', 'positive net income', 'current ratio improving', 'gross margin improving']","['F-Score 3/9 below 7', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'no share dilution', 'asset turnover improving']"
C38U.SI,composite_value,Composite Value,False,0.4214,['top-tier on dividend_yield (percentile 75%)'],[]
C38U.SI,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
C38U.SI,financial_health,Financial Health,False,0.6,"['D/E=62%', 'leverage=36.5%', 'coverage=3.8x']","['weak liquidity', 'high net debt/EBITDA']"
9CI.SI,graham_defensive,Graham Defensive,False,0.5,"['P/B < 1.5 or P/E×P/B < 22.5: P/B=0.99', 'Dividend payer: yield=482.00%']","['P/E >= 15', 'current ratio < 2']"
9CI.SI,graham_enterprising,Graham Enterprising,False,0.4,"['P/B < 3: P/B=0.99', 'Debt/equity < 100%: D/E=63%']","['P/E >= 25', 'ROE <= 8%', 'negative earnings growth']"
9CI.SI,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
9CI.SI,schloss,Schloss Low P/B,False,0.5,['P/B < 1.2: P/B=0.99'],['too much leverage']
9CI.SI,deep_value,Deep Value,False,0.5,['P/B=0.99'],['EV/EBITDA not below 8']
9CI.SI,earnings_yield,Earnings Yield,False,0.1004,['E/P=1.2% (P/E=83.0)'],['earnings yield 1.2% below 8%']
9CI.SI,fcf_yield,FCF Yield,False,0.2401,['FCF yield=2.4%'],['FCF yield 2.4% below 5%']
9CI.SI,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=482.0%'],['P/E not below 12.0']
9CI.SI,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[]
9CI.SI,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=482.0%']",['PEGY nan >= 1.0']
9CI.SI,quality_value,Quality Value,False,0.4,"['Profit margin >= 5%: margin=6.8%', 'Debt/equity < 80%: D/E=63%']","['ROE below 12%', 'P/E >= 20', 'FCF yield below 3%']"
9CI.SI,buffett_quality,Buffett Quality,False,0.0,[],"['ROE too low', 'too much debt', 'thin margins', 'P/E too high']"
9CI.SI,economic_moat,Economic Moat,False,0.0,[],"['ROE below 18%', 'ROA below 8%', 'margins below 12%', 'leverage too high']"
9CI.SI,high_dividend,High Dividend Yield,False,0.6,"['yield=482.0%', 'universe rank 60%']",['not in top quartile for yield']
9CI.SI,dividend_growth,Dividend Growth,False,0.3333,['dividend payer: yield=482.0%'],"['earnings not growing', 'P/E out of range']"
9CI.SI,magic_formula,Magic Formula,False,0.1346,[],['below top half on combined Magic Formula rank']
9CI.SI,acquirers_multiple,Acquirer's Multiple,False,0.1923,"['EV/EBIT=34.9', 'universe rank 19%']","['EV/EBIT 34.9 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
9CI.SI,dreman_contrarian,Dreman Contrarian,False,0.4333,"['low P/B rank 67%', 'dividend rank 60%']",['P/E not in bottom quartile']
9CI.SI,piotroski_f,Piotroski F-Score,False,0.4444,"['F-Score=4/9', 'positive net income', 'current ratio improving', 'no share dilution', 'gross margin improving']","['F-Score 4/9 below 7', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'asset turnover improving']"
9CI.SI,composite_value,Composite Value,False,0.272,[],[]
9CI.SI,earnings_quality,Earnings Quality,False,0.6667,"['FCF/NI=2.06', 'insufficient data — skipped']",['missing OCF']
9CI.SI,financial_health,Financial Health,False,0.6,"['D/E=63%', 'leverage=35.0%', 'CR=1.43']","['high net debt/EBITDA', 'weak interest coverage']"
C09.SI,graham_defensive,Graham Defensive,True,1.0,"['P/E < 15: P/E=11.3', 'P/B < 1.5 or P/E×P/B < 22.5: P/B=0.73', 'Current ratio >= 2: CR=2.23', 'Dividend payer: yield=325.00%']",[]
C09.SI,graham_enterprising,Graham Enterprising,False,0.6,"['P/E < 25: P/E=11.3', 'P/B < 3: P/B=0.73', 'Positive earnings growth: growth=366.0%']","['excessive leverage', 'ROE <= 8%']"
