ticker,model_id,model_name,passed,score,reasons,failed_criteria
ADS.DE,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=155.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
ADS.DE,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=23.5', 'Debt/equity < 100%: D/E=94%', 'ROE > 8%: ROE=22.9%', 'Positive earnings growth: growth=13.3%']",['P/B >= 3']
ADS.DE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ADS.DE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
ADS.DE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
ADS.DE,earnings_yield,Earnings Yield,False,0.3552,['E/P=4.3% (P/E=23.5)'],['earnings yield 4.3% below 8%']
ADS.DE,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%']
ADS.DE,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=155.0%'],['P/E not below 12.0']
ADS.DE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.76', 'growth=13.3%']",['PEG 1.76 >= 1.0']
ADS.DE,neff_pegy,Neff PEGY,True,0.8606,"['PEGY=0.14', 'growth=13.3%', 'yield=155.0%']",[]
ADS.DE,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=22.9%', 'Profit margin >= 5%: margin=5.5%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']"
ADS.DE,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=22.9%', 'P/E < 25.0: P/E=23.5']","['too much debt', 'thin margins']"
ADS.DE,economic_moat,Economic Moat,False,0.25,['high ROE=22.9%'],"['ROA below 8%', 'margins below 12%', 'leverage too high']"
ADS.DE,high_dividend,High Dividend Yield,False,0.1944,"['yield=155.0%', 'universe rank 19%']",['not in top quartile for yield']
ADS.DE,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=155.0%', 'earnings growth: growth=13.3%', 'reasonable P/E: P/E=23.5']",[]
ADS.DE,magic_formula,Magic Formula,True,0.6883,['ROIC rank 94%'],[]
ADS.DE,acquirers_multiple,Acquirer's Multiple,False,0.4706,"['EV/EBIT=18.0', 'universe rank 47%']","['EV/EBIT 18.0 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
ADS.DE,dreman_contrarian,Dreman Contrarian,False,0.2151,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']"
ADS.DE,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'ROA improving', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']","['F-Score 6/9 below 7', 'positive operating cash flow', 'OCF > net income', 'leverage declining']"
ADS.DE,composite_value,Composite Value,False,0.1979,[],['missing fcf_yield']
ADS.DE,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
ADS.DE,financial_health,Financial Health,False,0.8,"['leverage=27.4%', 'CR=1.32', 'ratio=2.1', 'coverage=9.0x']",['high debt to equity']
AIR.PA,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=165.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
AIR.PA,graham_enterprising,Graham Enterprising,False,0.4,"['Debt/equity < 100%: D/E=56%', 'ROE > 8%: ROE=19.7%']","['P/E >= 25', 'P/B >= 3', 'negative earnings growth']"
AIR.PA,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AIR.PA,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AIR.PA,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AIR.PA,earnings_yield,Earnings Yield,False,0.2715,['E/P=3.3% (P/E=30.7)'],['earnings yield 3.3% below 8%']
AIR.PA,fcf_yield,FCF Yield,False,0.0,['FCF yield=-0.1%'],['FCF yield -0.1% below 5%']
AIR.PA,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=165.0%'],['P/E not below 12.0']
AIR.PA,lynch_peg,Lynch PEG,False,0.2,[],['missing or negative earnings growth']
AIR.PA,neff_pegy,Neff PEGY,True,0.7784,"['PEGY=0.22', 'growth=-26.5%', 'yield=165.0%']",[]
AIR.PA,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=19.7%', 'Profit margin >= 5%: margin=6.9%', 'Debt/equity < 80%: D/E=56%']","['P/E >= 20', 'FCF yield below 3%']"
AIR.PA,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=19.7%', 'D/E < 60.0%: D/E=56%']","['thin margins', 'P/E too high']"
AIR.PA,economic_moat,Economic Moat,False,0.25,['high ROE=19.7%'],"['ROA below 8%', 'margins below 12%', 'leverage too high']"
AIR.PA,high_dividend,High Dividend Yield,False,0.2778,"['yield=165.0%', 'universe rank 28%']",['not in top quartile for yield']
AIR.PA,dividend_growth,Dividend Growth,False,0.3333,['dividend payer: yield=165.0%'],"['earnings not growing', 'P/E out of range']"
AIR.PA,magic_formula,Magic Formula,False,0.157,[],['below top half on combined Magic Formula rank']
AIR.PA,acquirers_multiple,Acquirer's Multiple,False,0.1176,"['EV/EBIT=29.0', 'universe rank 12%']","['EV/EBIT 29.0 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
AIR.PA,dreman_contrarian,Dreman Contrarian,False,0.1863,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe', 'dividend yield below median']"
AIR.PA,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'ROA improving', 'leverage declining', 'current ratio improving', 'no share dilution', 'asset turnover improving']","['F-Score 6/9 below 7', 'positive operating cash flow', 'OCF > net income', 'gross margin improving']"
AIR.PA,composite_value,Composite Value,False,0.3473,[],[]
AIR.PA,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
AIR.PA,financial_health,Financial Health,True,1.0,"['D/E=56%', 'leverage=8.2%', 'CR=1.16', 'ratio=-0.2', 'coverage=6.8x']",[]
ALV.DE,graham_defensive,Graham Defensive,False,0.75,"['P/E < 15: P/E=13.7', 'Current ratio >= 2: CR=174.87', 'Dividend payer: yield=404.00%']",['valuation too rich on P/B or P/E×P/B']
ALV.DE,graham_enterprising,Graham Enterprising,True,0.8,"['P/E < 25: P/E=13.7', 'P/B < 3: P/B=2.43', 'ROE > 8%: ROE=18.7%', 'Positive earnings growth: growth=52.4%']",['excessive leverage']
ALV.DE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ALV.DE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
ALV.DE,deep_value,Deep Value,False,0.5,['EV/EBITDA=6.9'],['P/B not below 1.0']
ALV.DE,earnings_yield,Earnings Yield,False,0.6101,['E/P=7.3% (P/E=13.7)'],['earnings yield 7.3% below 8%']
ALV.DE,fcf_yield,FCF Yield,False,1.0,['FCF yield=nan%'],['FCF yield nan% below 5%']
ALV.DE,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=404.0%'],['P/E not below 12.0']
ALV.DE,lynch_peg,Lynch PEG,True,0.7393,"['PEG=0.26', 'growth=52.4%']",[]
ALV.DE,neff_pegy,Neff PEGY,True,0.9701,"['PEGY=0.03', 'growth=52.4%', 'yield=404.0%']",[]
ALV.DE,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=18.7%', 'Profit margin >= 5%: margin=10.4%', 'P/E < 20: P/E=13.7']","['high leverage', 'FCF yield below 3%']"
ALV.DE,buffett_quality,Buffett Quality,True,0.75,"['ROE >= 15%: ROE=18.7%', 'margin >= 8%: margin=10.4%', 'P/E < 25.0: P/E=13.7']",['too much debt']
ALV.DE,economic_moat,Economic Moat,False,0.25,['high ROE=18.7%'],"['ROA below 8%', 'margins below 12%', 'leverage too high']"
ALV.DE,high_dividend,High Dividend Yield,True,0.75,"['yield=404.0%', 'universe rank 75%']",[]
ALV.DE,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=404.0%', 'earnings growth: growth=52.4%', 'reasonable P/E: P/E=13.7']",[]
ALV.DE,magic_formula,Magic Formula,False,0.0,[],['missing EBIT/EV or ROIC inputs']
ALV.DE,acquirers_multiple,Acquirer's Multiple,True,0.9412,"['EV/EBIT=8.4', 'universe rank 94%']",[]
ALV.DE,dreman_contrarian,Dreman Contrarian,True,0.6513,"['low P/E rank 77%', 'dividend rank 75%']",['P/B not cheap vs universe']
ALV.DE,piotroski_f,Piotroski F-Score,False,0.4444,"['F-Score=4/9', 'positive net income', 'ROA improving', 'no share dilution', 'asset turnover improving']","['F-Score 4/9 below 7', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'current ratio improving', 'gross margin improving']"
ALV.DE,composite_value,Composite Value,False,0.4896,[],['missing fcf_yield']
ALV.DE,earnings_quality,Earnings Quality,False,0.3333,['insufficient data — skipped'],"['weak free-cash conversion', 'missing OCF']"
ALV.DE,financial_health,Financial Health,False,0.6,"['leverage=3.4%', 'insufficient data — skipped', 'coverage=21.4x']","['high debt to equity', 'weak liquidity']"
BAS.DE,graham_defensive,Graham Defensive,False,0.5,"['P/B < 1.5 or P/E×P/B < 22.5: P/B=1.24', 'Dividend payer: yield=463.00%']","['P/E >= 15', 'current ratio < 2']"
BAS.DE,graham_enterprising,Graham Enterprising,False,0.6,"['P/B < 3: P/B=1.24', 'Debt/equity < 100%: D/E=67%', 'Positive earnings growth: growth=16.6%']","['P/E >= 25', 'ROE <= 8%']"
BAS.DE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
BAS.DE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
BAS.DE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
BAS.DE,earnings_yield,Earnings Yield,False,0.2918,['E/P=3.5% (P/E=28.6)'],['earnings yield 3.5% below 8%']
BAS.DE,fcf_yield,FCF Yield,False,0.0,['FCF yield=-3.7%'],['FCF yield -3.7% below 5%']
BAS.DE,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=463.0%'],['P/E not below 12.0']
BAS.DE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.72', 'growth=16.6%']",['PEG 1.72 >= 1.0']
BAS.DE,neff_pegy,Neff PEGY,True,0.9405,"['PEGY=0.06', 'growth=16.6%', 'yield=463.0%']",[]
