ticker,model_id,model_name,passed,score,reasons,failed_criteria,details
ADBE,graham_defensive,Graham Defensive,False,0.25,['P/E < 15: P/E=14.3'],"['valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']",
ADBE,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=14.3', 'Debt/equity < 100%: D/E=61%', 'ROE > 8%: ROE=63.0%', 'Positive earnings growth: growth=7.9%']",['P/B >= 3'],
ADBE,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)'],
ADBE,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']",
ADBE,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']",
ADBE,earnings_yield,Earnings Yield,False,0.5817,['E/P=7.0% (P/E=14.3)'],['earnings yield 7.0% below 8%'],
ADBE,fcf_yield,FCF Yield,True,0.9261,['FCF yield=9.3%'],[],
ADBE,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']",
ADBE,lynch_peg,Lynch PEG,False,0.0,"['PEG=1.81', 'growth=7.9%']",['PEG 1.81 >= 1.0'],
ADBE,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=7.9%', 'yield=nan%']",['PEGY nan >= 1.0'],
ADBE,quality_value,Quality Value,True,1.0,"['ROE >= 12%: ROE=63.0%', 'Profit margin >= 5%: margin=28.7%', 'Debt/equity < 80%: D/E=61%', 'P/E < 20: P/E=14.3', 'FCF yield >= 3%: FCF yield=9.3%']",[],
ADBE,buffett_quality,Buffett Quality,True,0.75,"['ROE >= 15%: ROE=63.0%', 'margin >= 8%: margin=28.7%', 'P/E < 25.0: P/E=14.3']",['too much debt'],
ADBE,economic_moat,Economic Moat,True,0.75,"['high ROE=63.0%', 'solid ROA=24.2%', 'wide margin=28.7%']",['leverage too high'],
ADBE,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield'],
ADBE,dividend_growth,Dividend Growth,False,0.6667,"['earnings growth: growth=7.9%', 'reasonable P/E: P/E=14.3']",['yield too low'],
ADBE,magic_formula,Magic Formula,True,0.9508,"['earnings yield rank 96%', 'ROIC rank 94%']",[],
ADBE,acquirers_multiple,Acquirer's Multiple,True,0.8515,"['EV/EBIT=11.6', 'universe rank 85%']",[],
ADBE,dreman_contrarian,Dreman Contrarian,False,0.7287,['low P/E rank 96%'],['P/B not cheap vs universe'],
